student_id,akt_kode,fortolket_res,termin,belastning
7294,2191,bestået,E19,5
7294,2291,bestået,F20,5
7294,2223,bestået,E19,7.5
7294,2806,bestået,F20,5
7294,1427,bestået,F20,5
7294,42634,bestået,E19,10
7294,2239,bestået,E19,7.5
7294,02244-3,bestået,F20,7.5
7294,2233,bestået,F20,5
7293,2191,bestået,E19,5
7293,2223,bestået,E19,7.5
7293,S01-05-1,bestået,F20,5
7293,2205,bestået,F20,5
7293,2229,bestået,E19,7.5
7293,2239,bestået,E19,7.5
7293,2234,bestået,E19,5
7293,02244-3,bestået,F20,7.5
7293,2233,bestået,F20,5
7293,2220,bestået,F20,7.5
7292,2267,bestået,E19,5
7292,1410,bestået,F19,5
7292,2393,forsøg,E19,5
7292,2393,bestået,F20,5
7292,2193,bestået,F20,5
7292,2291,bestået,F19,5
7292,42634,bestået,F20,10
7292,2239,bestået,E19,7.5
7292,2234,bestået,E19,5
7292,02244-3,bestået,F20,7.5
7292,2105,bestået,F20,5
7292,2105,forsøg,F19,5
7292,2105,forsøg,F19,5
7292,2233,bestået,F20,5
7292,2162,bestået,E19,10
7292,2220,bestået,F19,7.5
7291,2282,bestået,F20,7.5
7291,2450,bestået,F20,5
7291,42490,bestået,F20,10
7291,2180,bestået,F20,5
7290,2192,bestået,F20,5
7290,2193,bestået,F20,5
7290,2805,bestået,E19,10
7290,42490,bestået,E18,10
7290,2223,bestået,E18,7.5
7290,2823,ikke bestået,E19,5
7290,2213,forsøg,E18,5
7290,2213,ikke bestået,E18,5
7290,2239,bestået,E19,7.5
7289,2282,bestået,F20,7.5
7289,2285,bestået,F20,7.5
7289,2450,bestået,E19,5
7289,2805,bestået,E19,10
7289,2805,forsøg,E19,10
7289,2287,bestået,E19,5
7289,42634,bestået,F20,10
7289,2249,bestået,E19,7.5
7289,2220,bestået,F20,7.5
7288,2228,bestået,E16,7.5
7288,2266,forsøg,E18,5
7288,2266,bestået,E19,5
7288,34343,forsøg,F17,5
7288,34343,forsøg,F18,5
7288,34343,forsøg,F17,5
7288,34330,bestået,E17,10
7288,42490,bestået,E16,10
7288,2291,bestået,F17,5
7288,2223,bestået,E16,7.5
7288,2232,bestået,E17,5
7288,2238,bestået,F18,5
7288,2238,forsøg,F17,5
7288,2238,forsøg,F17,5
7288,41634,bestået,E18,10
7288,2287,forsøg,E17,5
7288,2287,forsøg,E18,5
7288,2287,forsøg,F18,5
7288,2287,ikke bestået,E19,5
7288,2234,forsøg,E17,5
7288,2234,bestået,E18,5
7288,2234,forsøg,F18,5
7288,2233,forsøg,F18,5
7288,2233,forsøg,F18,5
7288,2233,bestået,F19,5
7288,2220,bestået,F17,7.5
7288,2220,forsøg,F17,7.5
7287,2266,bestået,E19,5
7287,2285,bestået,F20,7.5
7287,2450,forsøg,E19,5
7287,2450,bestået,F20,5
7287,2291,bestået,F20,5
7287,2287,bestået,E19,5
7287,2239,bestået,E19,7.5
7287,2249,forsøg,E19,7.5
7287,2249,bestået,F20,7.5
7287,2220,bestået,F20,7.5
7287,2268,bestået,F20,5
7286,2282,bestået,F20,7.5
7286,2450,bestået,F20,5
7286,2267,bestået,E19,5
7286,2393,bestået,E19,5
7286,2291,bestået,F20,5
7286,2157,bestået,E19,5
7286,42634,bestået,E19,10
7286,2263,bestået,E19,5
7286,2220,bestået,F20,7.5
7284,2285,bestået,F20,7.5
7284,2267,ikke bestået,E19,5
7284,1410,bestået,F19,5
7284,2193,bestået,F20,5
7284,2257,bestået,E18,5
7284,42490,bestået,E19,10
7284,2291,bestået,F20,5
7284,2287,bestået,E19,5
7284,2249,bestået,E19,7.5
7284,2220,bestået,F19,7.5
7284,2256,bestået,F20,5
7283,2282,bestået,F20,7.5
7283,2285,bestået,F20,7.5
7283,2450,bestået,F19,5
7283,2191,bestået,E19,5
7283,2193,bestået,F19,5
7283,42490,bestået,F19,10
7283,2180,bestået,F19,5
7283,2417,bestået,F20,5
7283,2417,forsøg,F20,5
7283,2239,bestået,E19,7.5
7283,2249,forsøg,E19,7.5
7283,2249,bestået,F20,7.5
7283,2233,bestået,F19,5
7283,2233,forsøg,F19,5
7282,2282,bestået,F20,7.5
7282,2561,bestået,E19,5
7282,2456,bestået,E19,5
7282,2257,bestået,E19,5
7282,2247,bestået,F20,5
7282,2239,bestået,E19,7.5
7282,2159,bestået,E19,5
7282,2220,bestået,F20,7.5
7281,2282,bestået,F20,7.5
7281,2285,bestået,F20,7.5
7281,2261,bestået,E19,5
7281,2456,bestået,E19,5
7281,2257,bestået,E19,5
7281,42490,bestået,E19,10
7281,2291,bestået,F20,5
7281,2238,bestået,F20,5
7281,2110,bestået,E19,5
7281,2806,bestået,F20,5
7281,2220,bestået,F20,7.5
7280,2282,bestået,F20,7.5
7280,2285,bestået,F20,7.5
7280,2191,bestået,E19,5
7280,2261,bestået,E19,5
7280,2193,bestået,F20,5
7280,42490,bestået,F20,10
7280,2180,bestået,F20,5
7280,2239,bestået,E19,7.5
7280,2249,bestået,E19,7.5
7278,2282,bestået,F20,7.5
7278,2450,bestået,E19,5
7278,2267,bestået,E19,5
7278,2456,bestået,E19,5
7278,42186,bestået,F20,5
7278,2291,bestået,F20,5
7278,2223,bestået,E19,7.5
7278,2238,bestået,F20,5
7278,42634,bestået,E19,10
7278,2582,bestået,F20,5
7278,2220,bestået,F20,7.5
7277,2282,bestået,F20,7.5
7277,2261,bestået,E19,5
7277,2267,bestået,E19,5
7277,2456,bestået,E19,5
7277,2291,bestået,F20,5
7277,2180,bestået,F20,5
7277,42634,bestået,E19,10
7277,2220,bestået,F20,7.5
7276,2193,bestået,F20,5
7276,42490,bestået,F20,10
7276,2220,bestået,F20,7.5
7276,2268,bestået,F20,5
7275,2267,bestået,E19,5
7275,2393,bestået,E19,5
7275,2193,bestået,F20,5
7275,42490,bestået,E19,10
7275,02244-3,bestået,F20,7.5
7275,2233,bestået,F20,5
7275,2162,bestået,E19,10
7275,2220,bestået,F20,7.5
7275,2268,bestået,F20,5
7274,2246,bestået,E19,7.5
7274,42490,bestået,F20,10
7274,2238,bestået,F20,5
7274,2247,bestået,F20,5
7274,2239,bestået,E19,7.5
7274,2233,bestået,F20,5
7274,2162,bestået,E19,10
7274,2220,bestået,F20,7.5
7273,2285,bestået,F20,7.5
7273,2261,bestået,E19,5
7273,2267,bestået,E19,5
7273,2514,bestået,F20,5
7273,42186,bestået,F20,5
7273,2291,bestået,F20,5
7273,2232,bestået,E19,5
7273,42634,bestået,F20,10
7273,2239,bestået,E19,7.5
7273,2220,bestået,F20,7.5
7272,2266,bestået,E19,5
7272,2193,bestået,F20,5
7272,2291,bestået,F20,5
7272,2239,bestået,E19,7.5
7272,2233,bestået,F20,5
7272,2162,bestået,E19,10
7272,2220,bestået,F20,7.5
7272,2268,bestået,F20,5
7271,2266,bestået,E19,5
7271,2193,bestået,F20,5
7271,2291,bestået,F20,5
7271,2239,bestået,E19,7.5
7271,2233,bestået,F20,5
7271,2162,bestået,E19,10
7271,2220,bestået,F20,7.5
7271,2268,bestået,F20,5
7270,S01-05-2,bestået,F20,5
7270,2291,bestået,F20,5
7270,2223,bestået,E19,7.5
7270,2180,bestået,F20,5
7270,2110,bestået,E19,5
7270,S01-05-1,bestået,E19,5
7270,2239,bestået,E19,7.5
7270,2220,bestået,F20,7.5
7270,2269,bestået,E19,5
7269,2282,bestået,F20,7.5
7269,2456,bestået,E19,5
7269,2193,bestået,F20,5
7269,2223,bestået,E19,7.5
7269,42634,bestået,F20,10
7269,2233,bestået,F20,5
7269,2256,bestået,F20,5
7269,2289,bestået,E19,5
7268,2266,bestået,E19,5
7268,2261,bestået,E19,5
7268,1410,bestået,F20,5
7268,42490,bestået,E19,10
7268,2291,bestået,F20,5
7268,2238,bestået,F20,5
7268,2242,bestået,E19,7.5
7268,2263,ikke bestået,E19,5
7268,2220,bestået,F20,7.5
7268,2268,bestået,F20,5
7267,2282,bestået,F19,7.5
7267,2285,bestået,F19,7.5
7267,2193,bestået,F20,5
7267,2180,bestået,F19,5
7267,2823,bestået,E19,5
7267,2247,bestået,F19,5
7267,42634,bestået,F20,10
7267,2239,bestået,E19,7.5
7267,2249,bestået,E19,7.5
7267,2564,bestået,F19,5
7267,2233,bestået,F20,5
7267,2220,bestået,F20,7.5
7266,2211,bestået,F20,5
7266,2203,bestået,E19,5
7266,2223,bestået,E19,7.5
7266,S01-05-1,bestået,E19,5
7266,42634,bestået,F20,10
7266,2224,bestået,F19,5
7266,2233,bestået,F19,5
7266,2220,bestået,F19,7.5
7265,2261,bestået,E19,5
7265,2267,bestået,E19,5
7265,2291,bestået,F20,5
7265,2158,bestået,E19,5
7265,42634,bestået,F20,10
7265,02244-3,bestået,F20,7.5
7265,2162,bestået,E19,10
7265,2220,forsøg,F20,7.5
7265,2220,bestået,F20,7.5
7265,2809,bestået,E19,5
7264,2261,bestået,E19,5
7264,2267,bestået,E19,5
7264,2291,bestået,F20,5
7264,2158,bestået,E19,5
7264,42634,bestået,F20,10
7264,02244-3,bestået,F20,7.5
7264,2162,bestået,E19,10
7264,2220,forsøg,F20,7.5
7264,2220,bestået,F20,7.5
7264,2809,bestået,E19,5
7262,2450,bestået,F20,5
7262,2238,bestået,F20,5
7262,42634,bestået,F20,10
7262,2220,bestået,F20,7.5
7262,2220,forsøg,F20,7.5
7262,2256,bestået,F20,5
7261,2261,bestået,E19,5
7261,2267,bestået,E19,5
7261,2193,bestået,F20,5
7261,42490,bestået,E19,10
7261,2291,bestået,F20,5
7261,2247,bestået,F20,5
7261,2233,bestået,F20,5
7261,2220,bestået,F20,7.5
7261,2268,bestået,F20,5
7260,2285,bestået,F20,7.5
7260,30532,bestået,E19,5
7260,2267,bestået,E19,5
7260,2291,bestået,F20,5
7260,2180,forsøg,F20,5
7260,2806,bestået,F20,5
7260,42634,bestået,E19,10
7260,2239,bestået,E19,7.5
7260,2220,bestået,F20,7.5
7259,2191,bestået,E19,5
7259,1410,bestået,F20,5
7259,2393,bestået,E19,5
7259,2192,bestået,F20,5
7259,2193,bestået,F20,5
7259,2291,bestået,F20,5
7259,42634,bestået,E19,10
7259,2239,bestået,E19,7.5
7259,2233,bestået,F20,5
7259,2268,bestået,F20,5
7258,2266,bestået,E19,5
7258,2450,forsøg,E19,5
7258,2450,bestået,F20,5
7258,42490,bestået,F20,10
7258,2232,bestået,E19,5
7258,2238,bestået,F20,5
7258,2806,bestået,F20,5
7258,2287,forsøg,F20,5
7258,2287,ikke bestået,E19,5
7258,2287,forsøg,F20,5
7258,2582,bestået,F20,5
7258,2582,forsøg,F20,5
7258,2220,bestået,F20,7.5
7256,2291,bestået,F14,5
7256,2285,ikke bestået,F20,7.5
7256,2220,forsøg,F14,7.5
7256,2238,ikke bestået,F20,5
7256,2229,bestået,E19,7.5
7256,2239,ikke bestået,E19,7.5
7256,2239,forsøg,E19,7.5
7256,2268,bestået,F20,5
7252,2261,bestået,E19,5
7252,2267,bestået,E19,5
7252,2193,bestået,F20,5
7252,2291,bestået,F20,5
7252,42634,bestået,E19,10
7252,2239,bestået,E19,7.5
7252,42429,bestået,F20,5
7252,2233,bestået,F20,5
7252,2220,bestået,F20,7.5
7252,2809,bestået,E19,5
7250,2191,bestået,E19,5
7250,1410,forsøg,F20,5
7250,1410,bestået,F20,5
7250,2192,bestået,F20,5
7250,2193,bestået,F19,5
7250,KU141,bestået,F19,5
7250,KU141,forsøg,E19,5
7250,42490,bestået,F19,10
7250,2291,bestået,F20,5
7250,2232,bestået,E19,5
7250,34341,bestået,E19,5
7250,2239,bestået,E19,7.5
7250,2234,bestået,E19,5
7250,2233,bestået,F19,5
7250,2220,bestået,F19,7.5
7248,2211,bestået,F20,5
7248,2267,bestået,E19,5
7248,2502,bestået,E19,5
7248,2291,bestået,F20,5
7248,2239,bestået,E19,7.5
7248,34346,bestået,F20,5
7248,34370,bestået,F20,5
7248,2263,bestået,E19,5
7248,2220,bestået,F20,7.5
7248,2269,bestået,E19,5
7247,2191,bestået,E19,5
7247,2267,bestået,E18,5
7247,1410,bestået,F19,5
7247,2192,bestået,F20,5
7247,2193,bestået,F20,5
7247,42490,bestået,F19,10
7247,2232,bestået,E19,5
7247,2238,bestået,F19,5
7247,2239,bestået,E19,7.5
7247,2234,bestået,E19,5
7247,02244-3,bestået,F20,7.5
7247,2233,bestået,F19,5
7247,2220,bestået,F20,7.5
7246,2266,bestået,E19,5
7246,2282,bestået,F20,7.5
7246,2285,bestået,F20,7.5
7246,1227,bestået,F19,5
7246,2504,bestået,F20,5
7246,2156,bestået,E19,5
7246,42490,bestået,F19,10
7246,2291,bestået,F20,5
7246,2229,bestået,E19,7.5
7246,2239,bestået,E19,7.5
7246,2289,bestået,E19,5
7245,12135,bestået,F19,5
7245,2211,bestået,F19,5
7245,2450,bestået,E19,5
7245,2203,bestået,E19,5
7245,2291,bestået,F19,5
7245,S01-05-1,bestået,E19,5
7245,2247,bestået,F19,5
7245,42634,bestået,E19,10
7245,S12-10-1,bestået,F20,10
7245,02244-3,bestået,F20,7.5
7245,2635,bestået,E19,5
7245,2224,bestået,F19,5
7245,2220,bestået,F19,7.5
7244,2266,bestået,E19,5
7244,2450,bestået,E19,5
7244,2232,bestået,E19,5
7244,2238,bestået,F20,5
7244,2806,bestået,F20,5
7244,2287,bestået,E19,5
7244,2582,bestået,F20,5
7244,2220,bestået,F20,7.5
7243,2193,bestået,F20,5
7243,42490,bestået,F20,10
7243,02244-3,bestået,F20,7.5
7243,2220,bestået,F20,7.5
7242,42490,bestået,F20,10
7242,2141,bestået,F20,10
7242,2220,bestået,F20,7.5
7241,2267,bestået,E19,5
7241,2393,bestået,E19,5
7241,42490,bestået,E19,10
7241,2291,bestået,F20,5
7241,2247,bestået,F20,5
7241,2229,bestået,E19,7.5
7241,2263,bestået,E19,5
7241,2220,bestået,F20,7.5
7241,2220,forsøg,F20,7.5
7241,2268,bestået,F20,5
7240,2282,bestået,F20,7.5
7240,2267,bestået,E19,5
7240,2456,bestået,E19,5
7240,42490,bestået,E19,10
7240,2291,bestået,F20,5
7240,2229,bestået,E19,7.5
7240,2263,bestået,E19,5
7240,2582,bestået,F20,5
7240,2220,bestået,F20,7.5
7240,2268,bestået,F20,5
7239,2211,bestået,F20,5
7239,2285,bestået,F19,7.5
7239,2257,bestået,E19,5
7239,2291,bestået,F19,5
7239,2238,forsøg,F19,5
7239,2238,bestået,F20,5
7239,2180,bestået,F19,5
7239,2110,bestået,E19,5
7239,2247,bestået,F19,5
7239,42634,bestået,E19,10
7239,2239,bestået,E19,7.5
7239,2564,bestået,F20,5
7238,2191,bestået,E19,5
7238,1410,bestået,F19,5
7238,1410,forsøg,F19,5
7238,1410,forsøg,F19,5
7238,2192,bestået,F19,5
7238,2193,bestået,F19,5
7238,2257,bestået,E18,5
7238,2156,bestået,E18,5
7238,E01-30,bestået,F20,30
7238,42490,bestået,F19,10
7238,2232,bestået,E19,5
7238,2242,bestået,E18,7.5
7238,2157,forsøg,F19,5
7238,2157,forsøg,E18,5
7238,2157,bestået,E19,5
7238,2157,forsøg,F19,5
7238,02255-1,bestået,E19,5
7238,2239,forsøg,E18,7.5
7238,2239,bestået,E18,7.5
7238,2234,bestået,E19,5
7238,2233,forsøg,F19,5
7238,2233,bestået,F19,5
7238,2233,forsøg,F19,5
7236,2170,bestået,F20,5
7236,42490,bestået,F20,10
7236,2180,bestået,F20,5
7236,2233,bestået,F20,5
7235,2285,bestået,F20,7.5
7235,2267,bestået,E19,5
7235,42490,bestået,E19,10
7235,2291,bestået,F20,5
7235,2247,bestået,F20,5
7235,2249,bestået,E19,7.5
7235,2263,bestået,E19,5
7233,2193,bestået,F20,5
7233,2291,bestået,F20,5
7233,2242,bestået,E19,7.5
7233,2239,bestået,E19,7.5
7233,42429,bestået,F20,5
7233,2233,ikke bestået,F20,5
7233,2233,forsøg,F20,5
7232,2191,bestået,E19,5
7232,1426,bestået,E19,5
7232,2192,bestået,F20,5
7232,2193,bestået,F20,5
7232,2232,bestået,E19,5
7232,1427,bestået,F20,5
7232,02255-1,bestået,E19,5
7232,2239,bestået,E19,7.5
7232,2233,bestået,F20,5
7226,1410,bestået,F20,5
7226,2193,bestået,F20,5
7226,42490,bestået,F20,10
7226,2233,bestået,F20,5
7223,2282,bestået,F20,7.5
7223,2285,bestået,F20,7.5
7223,2450,bestået,E19,5
7223,2257,bestået,E19,5
7223,42490,bestået,F20,10
7223,2157,bestået,E19,5
7223,2158,bestået,F20,5
7223,2158,forsøg,E19,5
7223,2249,bestået,E19,7.5
7207,2191,bestået,E19,5
7207,2192,bestået,F20,5
7207,2193,bestået,F20,5
7207,2232,bestået,E19,5
7207,2239,bestået,E19,7.5
7207,2234,bestået,F20,5
7207,2234,forsøg,E19,5
7207,02244-3,bestået,F20,7.5
7207,2233,bestået,F20,5
7206,2285,bestået,F20,7.5
7206,2267,bestået,E19,5
7206,42490,bestået,E19,10
7206,2291,bestået,F20,5
7206,2247,bestået,F20,5
7206,2249,bestået,E19,7.5
7206,2263,bestået,E19,5
7204,2285,bestået,F20,7.5
7204,2155,bestået,E19,5
7204,2180,bestået,F19,5
7204,30330,bestået,E17,10
7204,2239,bestået,E19,7.5
7204,2105,bestået,F19,5
7203,2170,bestået,F20,5
7203,2193,bestået,F20,5
7203,2291,bestået,F20,5
7203,42634,bestået,F20,10
7203,2233,bestået,F20,5
7202,2170,bestået,F20,5
7202,2267,bestået,E19,5
7202,2393,bestået,E19,5
7202,42490,bestået,E19,10
7202,2823,bestået,E19,5
7200,2193,bestået,F20,5
7200,42490,bestået,F20,10
7200,2806,bestået,F20,5
7200,2233,bestået,F20,5
7197,2291,bestået,F20,5
7197,2204,bestået,F20,5
7197,2224,bestået,F20,5
7197,2220,bestået,F20,7.5
7196,2282,ikke bestået,F20,7.5
7196,2285,forsøg,F19,7.5
7196,2285,bestået,F20,7.5
7196,2291,bestået,F19,5
7196,42634-1,bestået,F19,10
7196,2287,bestået,E19,5
7196,2239,ikke bestået,E19,7.5
7196,2249,ikke bestået,E19,7.5
7196,2220,bestået,F19,7.5
7195,2211,bestået,F18,5
7195,2285,bestået,F19,7.5
7195,2450,forsøg,F18,5
7195,2450,forsøg,E18,5
7195,2450,bestået,F20,5
7195,2267,ikke bestået,E19,5
7195,1227,forsøg,F20,5
7195,1227,bestået,F20,5
7195,2456,bestået,E18,5
7195,42490,bestået,F19,10
7195,2291,bestået,F18,5
7195,2223,bestået,E19,7.5
7195,2204,bestået,F18,5
7195,2110,bestået,F20,5
7195,2110,forsøg,E19,5
7195,2205,bestået,F18,5
7195,2220,bestået,F19,7.5
7194,2211,bestået,F20,5
7194,2450,bestået,E19,5
7194,2203,bestået,E19,5
7194,42490,bestået,F20,10
7194,2223,bestået,E19,7.5
7194,2454,bestået,F20,5
7194,2454,forsøg,E19,5
7194,2204,forsøg,F20,5
7194,2204,ikke bestået,F20,5
7194,2213,bestået,E19,5
7194,S01-05-1,bestået,F20,5
7194,2205,bestået,F20,5
7194,2217,bestået,E19,5
7193,2211,bestået,F19,5
7193,2211,forsøg,F19,5
7193,2291,bestået,F19,5
7193,2223,bestået,E19,7.5
7193,2204,bestået,F20,5
7193,2213,bestået,E18,5
7193,2205,bestået,F19,5
7193,02255-1,bestået,E19,5
7193,42634,bestået,F20,10
7193,2217,bestået,E19,5
7193,2224,bestået,F19,5
7193,2220,bestået,F20,7.5
7191,S01-10-1,bestået,F20,10
7191,2110,bestået,E19,5
7191,42634,bestået,E19,10
7191,2217,bestået,E19,5
7190,2282,bestået,F20,7.5
7190,2450,bestået,F20,5
7190,2247,bestået,F20,5
7190,2220,bestået,F20,7.5
7190,2256,bestået,F20,5
7189,2450,bestået,F20,5
7189,42490,bestået,F20,10
7189,2180,bestået,F20,5
7189,2443,bestået,F20,5
7189,2256,bestået,F20,5
7182,42490,bestået,F20,10
7182,2238,ikke bestået,F20,5
7182,42634,bestået,F20,10
7182,2233,bestået,F20,5
7179,2285,bestået,F20,7.5
7179,2247,bestået,F20,5
7179,42634,bestået,F20,10
7176,2285,forsøg,F20,7.5
7174,2266,bestået,E19,5
7174,42490,bestået,E19,10
7174,2232,bestået,E19,5
7174,2220,bestået,F20,7.5
7172,2450,bestået,E19,5
7172,2191,bestået,E19,5
7172,1410,bestået,F20,5
7172,2393,bestået,E19,5
7172,2110,bestået,E19,5
7172,2247,bestået,F20,5
7172,2239,bestået,E19,7.5
7172,2233,bestået,F20,5
7172,2220,bestået,F20,7.5
7169,2261,bestået,E19,5
7169,2267,bestået,E19,5
7169,2291,bestået,F20,5
7169,2158,bestået,E19,5
7169,42634,bestået,F20,10
7169,02244-3,bestået,F20,7.5
7169,2162,bestået,E19,10
7169,2220,bestået,F20,7.5
7169,2809,bestået,E19,5
7166,2267,bestået,E19,5
7166,2291,bestået,F20,5
7166,42634,bestået,E19,10
7166,2239,ikke bestået,E19,7.5
7166,2263,bestået,E19,5
7166,2233,ikke bestået,F20,5
7166,2220,bestået,F20,7.5
7166,2268,bestået,F20,5
7165,2285,forsøg,F20,7.5
7165,2285,bestået,F20,7.5
7165,2267,bestået,E19,5
7165,42490,bestået,E19,10
7165,2291,bestået,F20,5
7165,2247,bestået,F20,5
7165,2249,forsøg,E19,7.5
7165,2249,bestået,F20,7.5
7165,2263,bestået,E19,5
7164,42490,bestået,F20,10
7164,2239,forsøg,E18,7.5
7164,2233,bestået,F20,5
7164,2220,bestået,F20,7.5
7164,2268,bestået,F20,5
7163,42490,bestået,F20,10
7163,2180,bestået,F20,5
7163,2220,bestået,F20,7.5
7162,2282,bestået,F19,7.5
7162,2257,bestået,E18,5
7162,42634-1,bestået,F19,10
7162,2249,forsøg,E18,7.5
7162,2249,bestået,E19,7.5
7162,2220,forsøg,F20,7.5
7162,2289,bestået,E19,5
7161,42490,bestået,E19,10
7161,2291,bestået,F20,5
7161,10603,bestået,F20,5
7161,2287,ikke bestået,E19,5
7161,2249,forsøg,E19,7.5
7161,2249,bestået,F20,7.5
7161,2234,bestået,E19,5
7161,02244-3,bestået,F20,7.5
7161,2233,bestået,F20,5
7161,2220,bestået,F20,7.5
7159,2267,bestået,E19,5
7159,2192,bestået,F20,5
7159,2193,bestået,F20,5
7159,2223,bestået,E19,7.5
7159,02255-1,bestået,E19,5
7159,2239,bestået,E19,7.5
7159,34370,bestået,F20,5
7159,2233,bestået,F20,5
7158,2266,bestået,E19,5
7158,2285,bestået,F20,7.5
7158,2247,bestået,F20,5
7158,42634,bestået,F20,10
7154,42490,bestået,F20,10
7154,2232,bestået,E19,5
7154,2110,bestået,E19,5
7154,2247,bestået,F20,5
7154,2239,forsøg,E19,7.5
7154,2220,bestået,F20,7.5
7154,2807,bestået,E19,5
7154,2268,bestået,F20,5
7152,2285,bestået,F20,7.5
7152,2267,bestået,E19,5
7152,2193,bestået,F20,5
7152,2291,bestået,F20,5
7152,42634,bestået,E19,10
7152,2220,bestået,F20,7.5
7152,2256,bestået,F20,5
7152,2289,bestået,E19,5
7151,2291,bestået,F20,5
7151,2223,bestået,E19,7.5
7151,2232,bestået,E19,5
7151,2238,bestået,F20,5
7151,2806,bestået,F20,5
7151,42634,bestået,F20,10
7151,2239,bestået,E19,7.5
7151,2233,bestået,F20,5
7151,2269,bestået,E19,5
7150,2267,bestået,E19,5
7150,2192,bestået,F20,5
7150,2193,bestået,F20,5
7150,42490,bestået,E19,10
7150,2291,bestået,F20,5
7150,2232,bestået,E19,5
7150,2229,bestået,E19,7.5
7150,2233,bestået,F20,5
7150,2220,bestået,F20,7.5
7144,2267,bestået,E18,5
7144,2456,bestået,E18,5
7144,2193,bestået,F20,5
7144,42490,bestået,F19,10
7144,2291,bestået,F20,5
7144,2232,bestået,E18,5
7144,2457,forsøg,F19,10
7144,2457,ikke bestået,F19,10
7144,2247,bestået,F20,5
7144,2239,forsøg,E18,7.5
7144,2239,bestået,E18,7.5
7144,42429,bestået,F20,5
7144,02244-3,bestået,F20,7.5
7144,2233,bestået,F19,5
7144,2233,forsøg,F19,5
7144,2220,bestået,F20,7.5
7141,2193,bestået,F20,5
7141,2291,bestået,F20,5
7141,42429,bestået,F20,5
7141,02244-3,bestået,F20,7.5
7141,2233,bestået,F20,5
7140,2193,bestået,F20,5
7140,2291,bestået,F20,5
7140,2180,bestået,F20,5
7140,42429,bestået,F20,5
7140,02244-3,bestået,F20,7.5
7140,2233,bestået,F20,5
7139,2261,bestået,E19,5
7139,2267,bestået,E19,5
7139,2192,bestået,F20,5
7139,2193,bestået,F20,5
7139,2291,bestået,F20,5
7139,2180,bestået,F20,5
7139,02255-1,bestået,E19,5
7139,2239,bestået,E19,7.5
7139,42429,bestået,F20,5
7139,2233,bestået,F20,5
7139,2220,bestået,F20,7.5
7138,2267,bestået,E19,5
7138,2193,bestået,F20,5
7138,2291,bestået,F20,5
7138,02255-1,bestået,E19,5
7138,42634,bestået,E19,10
7138,2239,bestået,E19,7.5
7138,34346,bestået,F20,5
7138,2233,bestået,F20,5
7137,1410,bestået,F20,5
7137,42490,bestået,F20,10
7137,2238,bestået,F20,5
7137,34346,bestået,F20,5
7137,2220,bestået,F20,7.5
7136,1410,bestået,F20,5
7136,42490,bestået,F20,10
7136,2238,bestået,F20,5
7136,34346,bestået,F20,5
7136,2220,bestået,F20,7.5
7135,2203,bestået,E19,5
7135,1410,bestået,F20,5
7135,2193,bestået,F20,5
7135,42490,bestået,F20,10
7135,2223,bestået,E19,7.5
7135,2239,bestået,E19,7.5
7135,34346,bestået,F20,5
7135,2233,bestået,F20,5
7135,2220,bestået,F20,7.5
7134,1410,bestået,F20,5
7134,2193,bestået,F20,5
7134,42490,bestået,F20,10
7134,2233,bestået,F20,5
7133,2261,bestået,E19,5
7133,2267,bestået,E19,5
7133,2192,bestået,F20,5
7133,2193,bestået,F20,5
7133,2291,bestået,F20,5
7133,2180,bestået,F20,5
7133,02255-1,bestået,E19,5
7133,42634,bestået,E19,10
7133,2239,bestået,E19,7.5
7133,2233,bestået,F20,5
7133,2220,bestået,F20,7.5
7133,34347,bestået,F20,5
7132,2267,bestået,E19,5
7132,2192,bestået,F20,5
7132,2193,bestået,F20,5
7132,2242,bestået,E19,7.5
7132,42634,bestået,E19,10
7132,2239,bestået,E19,7.5
7132,02244-3,bestået,F20,7.5
7132,2233,bestået,F20,5
7132,2220,bestået,F20,7.5
7132,2220,forsøg,F20,7.5
7131,2192,bestået,F20,5
7131,2193,bestået,F20,5
7131,2232,bestået,E19,5
7131,2242,bestået,E19,7.5
7131,1427,bestået,F20,5
7131,02255-1,bestået,E19,5
7131,2239,bestået,E19,7.5
7131,02244-3,bestået,F20,7.5
7131,2233,bestået,F20,5
7131,2220,bestået,F20,7.5
7130,2261,bestået,E19,5
7130,2267,bestået,E19,5
7130,2192,bestået,F20,5
7130,2193,bestået,F20,5
7130,2291,bestået,F20,5
7130,34359,bestået,F20,5
7130,02255-1,bestået,E19,5
7130,42634,bestået,E19,10
7130,2239,bestået,E19,7.5
7130,34370,bestået,F20,5
7130,2233,bestået,F20,5
7129,2266,bestået,E19,5
7129,2456,bestået,E19,5
7129,2192,bestået,F20,5
7129,2193,bestået,F20,5
7129,2232,bestået,E19,5
7129,02255-1,bestået,E19,5
7129,2239,bestået,E19,7.5
7129,34370,bestået,F20,5
7129,2233,bestået,F20,5
7129,2220,bestået,F20,7.5
7128,2285,bestået,F20,7.5
7128,2450,bestået,E19,5
7128,2502,bestået,E19,5
7128,2504,ikke bestået,F20,5
7128,42490,bestået,E19,10
7128,2291,ikke bestået,F20,5
7128,2223,bestået,E19,7.5
7128,2238,bestået,F20,5
7128,2180,bestået,F20,5
7127,2267,bestået,E19,5
7127,2203,bestået,E19,5
7127,2192,bestået,F20,5
7127,2193,bestået,F20,5
7127,2232,bestået,E19,5
