student_id;course
8713;27322
8713;27230
8713;27230
8713;27419
8713;28480
8713;27324
8713;S27-05-1
8712;27430
8712;28855
8712;27322
8712;27230
8712;S27-05-1
8712;27455
8709;2456
8709;S27-05-2
8709;S27-07-1
8709;S22-05-1
8709;S27-15-1
8709;S27-05-1
8698;23532
8698;27220
8698;S27-10-1
8695;27220
8695;27322
8695;S27-10-1
8695;23255
8694;27220
8694;27322
8694;27419
8694;23255
8693;27460
8693;12902
8693;28345
8693;27230
8693;27419
8693;27423
8693;27455
8692;27430
8692;27303
8692;27220
8692;23258
8692;27230
8692;27405
8692;22117
8691;28345
8691;2411
8691;2443
8691;27455
8690;27220
8690;27460
8690;27322
8690;27419
8690;23255
8690;28480
8690;23205
8689;27430
8689;27102
8689;27220
8689;27322
8689;27230
8689;27405
8689;2411
8689;28480
8689;22117
8689;22142
8688;27230
8688;27250
8688;28480
8688;27423
8687;S23-07-1
8687;27230
8687;22110
8687;28480
8687;2443
8686;22230
8686;28855
8686;27102
8686;27303
8686;27220
8686;27322
8686;27419
8686;27250
8686;28480
8686;27423
8685;27026
8685;22230
8685;23302
8685;27102
8685;23532
8685;27220
8685;27432
8685;23102
8685;27322
8685;23531
8685;27405
8685;23206
8684;28855
8684;27220
8684;28345
8684;27405
8684;2411
8684;22117
8684;22179
8684;S27-20-1
8683;27430
8683;27220
8683;27432
8683;36626
8683;23258
8683;27641
8683;27510
8683;27255
8683;27250
8683;23206
8683;36685
8683;27324
8683;27423
8682;27430
8682;36626
8682;42490
8682;27322
8682;27322
8682;27250
8682;27324
8682;27423
8680;46300
8680;2450
8680;41525
8680;46420
8679;46300
8679;41514
8679;28864-1
8679;46200
8679;42490
8679;41315
8679;41618
8679;46310
8679;46420
8679;2631
8678;46300
8678;46200
8678;46411
8678;42490
8678;41315
8678;46110
8678;46211
8678;41237
8678;46910
8678;46310
8678;42004
8678;2631
8677;46300
8677;41514
8677;46200
8677;46200
8677;42490
8677;41315
8677;42003
8677;46310
8676;46300
8676;41514
8676;46600
8676;46200
8676;46211
8676;46610
8676;46310
8675;46300
8675;2450
8675;41317
8675;46200
8675;41224
8675;2601
8675;46800
8675;41237
8675;46310
8675;31761
8674;41516
8674;46300
8674;41514
8674;28864-1
8674;46200
8674;46411
8674;42003
8674;46415
8674;41237
8674;46310
8673;46300
8673;46600
8673;46200
8673;42490
8673;46110
8673;11300
8673;41320
8673;46610
8673;46310
8672;46300
8672;41514
8672;46600
8672;41317
8672;46200
8672;42490
8672;41315
8672;46110
8672;41320
8672;46310
8671;46300
8671;2450
8671;41129
8671;41129
8671;41317
8671;41320
8670;46300
8670;41317
8670;46200
8670;S46-05-1
8670;41320
8669;46300
8669;41317
8669;46200
8669;S46-05-1
8669;41320
8668;46300
8668;46110
8668;46800
8668;42634
8668;41822
8668;46610
8668;46310
8667;31786
8667;46300
8667;41514
8667;46200
8667;46110
8667;46415
8667;46310
8667;46420
8667;31761
8666;46300
8666;46600
8666;41317
8666;46200
8666;46411
8666;42490
8666;46415
8666;S46-05-1
8666;46310
8665;1227
8665;31770
8665;31385
8665;31756
8665;2160
8665;42634
8665;31782
8665;31742
8664;42490
8664;46100
8664;46300
8664;46300
8664;46300
8664;46310
8664;2402
8664;41514
8664;46411
8664;42348
8664;42348
8664;41323
8664;41323
8664;46400
8664;46415
8664;41323
8664;41323
8664;46200
8664;46300
8664;46000
8664;46211
8664;2402
8664;46310
8664;46310
8664;46320
8663;42003
8663;46200
8663;46411
8663;42003
8663;46110
8663;42002
8663;10337
8663;42429
8663;46310
8662;46300
8662;41514
8662;46200
8662;42490
8662;46110
8662;46415
8662;41320
8662;41237
8662;41320
8662;46310
8661;46300
8661;46200
8661;46411
8661;42490
8661;42105
8661;41315
8661;41237
8661;46310
8661;46420
8660;46300
8660;46600
8660;46200
8660;46411
8660;42490
8660;41737
8660;41315
8660;46310
8659;46100
8659;46300
8659;28870
8659;46200
8659;42575
8659;46610
8659;46310
8659;46230
8655;41516
8655;46300
8655;2450
8655;46200
8655;46411
8655;42003
8655;11300
8655;41237
8655;46310
8654;41516
8654;46300
8654;46411
8654;S46-05-2
8654;46440
8654;46415
8654;S46-05-1
8654;41237
8654;46910
8654;46420
8653;46100
8653;46300
8653;46200
8653;42575
8653;46411
8653;46415
8653;41237
8653;46430
8653;46310
8651;42417
8651;28864
8651;46110
8651;42429
8651;2631
8651;31761
8648;46300
8648;41514
8648;46600
8648;42490
8648;41315
8648;46110
8648;S41-10-1
8648;41320
8648;41822
8648;41321
8647;46300
8647;41514
8647;41317
8647;46200
8647;42490
8647;41315
8647;41320
8647;41320
8647;41321
8647;46310
8641;42417
8641;28864
8641;46110
8641;42429
8641;2631
8641;31761
8634;46300
8634;46600
8634;46200
8634;42575
8634;41315
8634;46110
8634;46211
8634;31605
8634;46310
8627;S30-05-2
8627;46300
8627;42490
8627;41320
8627;42429
8627;41316
8626;46300
8626;46200
8626;46411
8626;42105
8626;41315
8626;46211
8626;41237
8626;46310
8626;46420
8625;42490
8625;41315
8625;12205
8625;47301
8625;46230
8625;46230
8622;46300
8622;31783
8622;46200
8622;31770
8622;46200
8622;31756
8622;31782
8622;31730
8621;31773
8621;46300
8621;31770
8621;E31-30
8621;42490
8621;S31-05-1
8621;31721
8621;31750
8621;31742
8621;31778
8621;31730
8621;31745
8621;31761
8621;31761
8621;31765
8620;S31-05-1
8619;2402
8619;42490
8619;31742
8619;2443
8619;31761
8616;31770
8616;31756
8616;31778
8616;31745
8614;46300
8614;31770
8614;42003
8614;31721
8614;31782
8612;46300
8612;46600
8612;28864
8612;31770
8612;42575
8612;42634
8612;31730
8612;31745
8612;31761
8610;31770
8610;31351
8610;46230
8610;31761
8606;42490
8606;31750
8606;31742
8606;31745
8606;46230
8606;31761
8605;S42-05-1
8605;41315
8605;46110
8605;42008
8605;42634
8604;42490
8604;31750
8604;31742
8604;31745
8604;46230
8604;31761
8600;46300
8600;41317
8600;46200
8600;41315
8600;46211
8600;41320
8599;46300
8599;46200
8599;42003
8599;46110
8599;46211
8599;31778
8599;31778
8599;46310
8599;31761
8598;46300
8598;41315
8598;46110
8598;46211
8598;46800
8598;41237
8598;41320
8598;41822
8598;46310
8598;31761
8596;41516
8596;46300
8596;46200
8596;46411
8596;42490
8596;46415
8596;41237
8596;46910
8596;46310
8595;46300
8595;42196
8595;46200
8595;41106
8595;46211
8595;41237
8595;41320
8595;11465
8594;46300
8594;46600
8594;41323
8594;41323
8594;46110
8594;46110
8594;46211
8594;41323
8594;46310
8593;42433
8593;2403
8593;31761
8591;46300
8591;46600
8591;46200
8591;42490
8591;42003
8591;46110
8591;41237
8591;46310
8590;46100
8590;46300
8590;46600
8590;46200
8590;42490
8590;41315
8590;46110
8590;41237
8590;46310
8589;46300
8589;41514
8589;41225
8589;42490
8589;41315
8589;S41-05-2
8589;41323
8589;46110
8589;41222
8589;41632
8588;46300
8588;41317
8588;46200
8588;41315
8588;42003
8588;41323
8588;46110
8588;46211
8588;41822
8588;E46-35
8588;46310
8588;46230
8588;31761
8586;41562
8586;41562
8586;46300
8586;46300
8586;41129
8586;42575
8586;41323
8586;41323
8586;42430
8586;2601
8586;2601
8586;S41-10-1
8586;46211
8586;46211
8585;46300
8585;41525
8585;41526
8585;46420
8582;46300
8582;46211
8582;46211
8582;46310
8582;46310
8582;31761
8581;46300
8581;46600
8581;41317
8581;42575
8581;46110
8581;46800
8581;41320
8581;41822
8581;46310
8581;31761
8580;41514
8580;42490
8580;46110
8580;41321
8579;46300
8579;31770
8579;46200
8579;31300
8579;31756
8579;31070
8579;31782
8579;31730
8579;31761
8573;46300
8573;41317
8573;46200
8573;2610
8573;S46-05-1
8573;41320
8572;41111
8572;46100
8572;46300
8572;46500
8572;41129
8572;46200
8572;46400
8572;46211
8572;2425
8572;E46-30
8570;1426
8570;02857-1
8570;27616
8570;02865-1
8570;1008
8570;1008
8569;42180
8569;S42-05-3
8569;42401
8569;42401
8569;42185
8569;42196
8569;42178
8569;42490
8569;42183
8569;42184
8569;S42-05-2
8569;42879
8569;2806
8569;2441
8569;2443
8569;42275
8569;42187
8567;42401
8567;42185
8567;42417
8567;42490
8567;42371
8567;42879
8567;42892
8567;2441
8567;42187
8566;42401
8566;42417
8566;42380
8566;42575
8566;42274
8566;42490
8566;42371
8566;42187
8565;42180
8565;42401
8565;42185
8565;42196
8565;42282
8565;42380
8565;42575
8565;42178
8565;42115
8565;42007
8565;2441
8565;42187
8564;42112
8564;42457
8564;42401
8564;42114
8564;42185
8564;42178
8564;42490
8564;42371
8564;42459
8564;42430
8564;42114
8564;42115
8564;42892
8564;E42-30
8564;42880
8562;42112
8562;42137
8562;42401
8562;42196
8562;42417
8562;42380
8562;42575
8562;42184
8562;42115
8562;42101
8562;42187
8561;42401
8561;42282
8561;42875
8561;42490
8561;42187
8560;42180
8560;42401
8560;42196
8560;42178
8560;42186
8560;42184
8560;42115
8560;2424
8560;31721
8560;42188-1
8560;2443
8560;42187
8558;42401
8558;42185
8558;42196
8558;42575
8558;42578
8558;42490
8558;42490
8558;42430
8558;42008
8558;42008
8558;42879
8558;42892
8557;42401
8557;42274
8557;42178
8557;42490
8557;42184
8557;2633
8557;42879
8557;41618
8557;47301
8557;42187
8556;42417
8556;42274
8556;42490
8556;42371
8556;42114
8556;42115
8556;11404
8556;42187
8555;42401
8555;42417
8555;42282
8555;42435
8555;42575
8555;42178
8555;42439
8555;11404
8555;42187
8554;42180
8554;42401
8554;42185
8554;42281
8554;42351
8554;42178
8554;42490
8554;42371
8554;2441
8554;42429
8554;42187
8553;S42-05-1
8553;42401
8553;42185
8553;42282
8553;42435
8553;42178
8553;42490
8553;42371
8553;42114
8553;42115
8553;42429
8553;42187
8552;42185
8552;42196
8552;42380
8552;2443
8552;42378-2
8552;42187
8551;42180
8551;42185
8551;42196
8551;42880
8551;42282
8551;42380
8551;42575
8551;42274
8551;42178
8551;42184
8551;42429
8551;42880
8551;42187
8550;42180
8550;S42-05-1
8550;42401
8550;42185
8550;42196
8550;42178
8550;S42-05-2
8550;42879
8550;2441
8550;42187
8549;42180
8549;42401
8549;42185
8549;42196
8549;42282
8549;42380
8549;42274
8549;42178
8549;42184
8549;34345
8549;42880
8549;42187
8548;42112
8548;42137
8548;42117
8548;42178
8548;42186
8548;42578
8548;42184
8548;42114
8548;42115
8548;2806
8548;2441
8548;42429
8548;42429
8548;42187
8546;2450
8546;42180
8546;S42-05-1
8546;42401
8546;2456
8546;42883
8546;42117
8546;42575
8546;2443
8546;42178
8546;42186
8546;42115
8546;2409
8546;2409
8546;2807
8546;2807
8543;42180
8543;42185
8543;42282
8543;42490
8543;42187
8542;42180
8542;42401
8542;42185
8542;42282
8542;42274
8542;42178
8542;12240
8542;42490
8542;42114
8542;42115
8542;42187
8541;42112
8541;42401
8541;42417
8541;42178
8541;42490
8541;42371
8541;42114
8541;42115
8541;34345
8541;42187
8541;42187
8540;42123
8540;42137
8540;42196
8540;42417
8540;42380
8540;42178
8540;42184
8540;42114
8540;42115
8540;42136
8540;2441
8540;42187
8538;42401
8538;42185
8538;42196
8538;42282
8538;42575
8538;42348
8538;42184
8538;2806
8538;42187
8537;42401
8537;42185
8537;42417
8537;42274
8537;42490
8537;11404
8537;42187
8536;42380
8536;42575
8536;42178
8536;42430
8536;42115
8536;42007
8536;42188-1
8536;2443
8536;42187
8534;42180
8534;42180
8534;2403
8534;42186
8534;42490
8534;42187
8534;42187
8531;42417
8531;42490
8527;41661
8513;2291
8513;2632
8513;2632
8513;2220
8495;11441
8495;11418
8495;28885
8495;11440
8495;28415
8495;11430
8495;S11-05-1
8495;2631
8494;11442
8494;11440
8494;11441
8494;11441
8494;28361
8494;11418
8494;28885
8494;28885
8494;11464
8494;11464
8494;11440
8494;11440
8494;11440
8494;S28-05-2
8494;28415
8494;41323
8494;41323
8494;41323
8494;11418
8494;E26-35
8494;28515
8494;28515
8494;S28-05-1
8494;11443
8493;11441
8493;28434
8493;11418
8493;11418
8493;42433
8493;28885
8493;11440
8493;28415
8493;11430
8493;28515
8493;S28-05-1
8493;2631
8492;11441
8492;25332
8492;11418
8492;11418
8492;28885
8492;11440
8492;11440
8492;28415
8492;11430
8492;10603
8492;28515
8492;S11-05-1
8492;2631
8491;11441
8491;28434
8491;11418
8491;28885
8491;11440
8491;47318-1
8491;28415
8491;41312
8491;11430
8491;S11-05-1
8490;28420
8490;11441
8490;11418
8490;28315
8490;28315
8490;28885
8490;11440
8490;11440
8490;11440
8490;28415
8490;11430
8490;10603
8490;S11-05-1
8487;11441
8487;11418
8487;11440
8487;28415
8487;2633
8487;2631
8486;11441
8486;11418
8486;11418
8486;12139
8486;28885
8486;11440
8486;11440
8486;28415
8486;11430
8486;10603
8486;28515
8486;S11-05-1
8485;11441
8485;11418
8485;12320
8485;28885
8485;11440
8485;47318-1
8485;28415
8485;30230
8485;S11-05-1
8485;30560
8484;11441
8484;28434
8484;11418
8484;42433
8484;28885
8484;11440
8484;11440
8484;28415
8484;11430
8484;28515
8484;S28-05-1
8484;2631
8483;11441
8483;30760-1
8483;11418
8483;28885
8483;11440
8483;47318-1
8483;28415
8483;30230
8483;S11-05-1
8483;30560
8480;11441
8480;25332
8480;11418
8480;11418
8480;28885
8480;11440
8480;11440
8480;28415
8480;11430
8480;10603
8480;28515
8480;S11-05-1
8480;2631
8479;11442
8479;11441
8479;28864-1
8479;12227
8479;28885
8479;11440
8479;47318-1
8479;28415
8479;28415
8479;1418
8479;2631
8479;2631
8477;30532
8477;S42-10-1
8477;12240
8477;12333
8477;12237
8477;12108
8477;12104
8477;42436-1
8477;42429
8477;42378-2
8476;12145
8476;42083
8476;42274
8476;12227
8476;12240
8476;12333
8476;42490
8476;12237
8476;12104
8475;12132
8475;12139
8475;12227
8475;12237
8475;12104
8475;12136
8475;12130
8475;42378-2
8474;12145
8474;12227
8474;12240
8474;12333
8474;12237
8474;12104
8474;12136
8474;42373
8473;12233
8473;12231
8473;12336
8473;12240
8473;12330
8473;42490
8473;12104
8473;12238
8473;12238
8472;12231
8472;12227
8472;12240
8472;12237
8472;12104
8472;30750
8472;12228
8472;S12-05-2
8471;2633
8471;12326
8470;12231
8470;12122
8470;12240
8470;12237
8470;12108
8470;12104
8470;12121
8470;12109
8469;2633
8469;12326
8468;12122
8468;42281
8468;42274
8468;12240
8468;42372
8468;12237
8468;12124
8468;12104
8468;E12-30
8468;12136
8468;42429
8468;12130
8467;12237
8467;12237
8467;12104
8467;42436-1
8467;12121
8467;12205
8467;12130
8467;12326
8467;42378-2
8466;12135
8466;30532
8466;42631
8466;12240
8466;12333
8466;12237
8466;12237
8466;42377
8466;12104
8466;12121
8465;12231
8465;42274
8465;12240
8465;42490
8465;12237
8465;12104
8464;12145
8464;12240
8464;12333
8464;12237
8464;12104
8464;12238
8464;12205
8464;42429
8464;42378-2
8463;12240
8463;12333
8463;12108
8463;12104
8463;12228
8463;12109
8462;S12-05-1
8462;12240
8462;12331
8462;12237
8462;12108
8462;12110
8462;12104
8462;42436-1
8462;12228
8462;12121
8461;12342
8461;12122
8461;42281
8461;12333
8461;12237
8461;12124
8461;12110
8461;12104
8461;12109
8461;12326
8460;12233
8460;12240
8460;12331
8460;12330
8460;12330
8460;12237
8460;12104
8460;42436-1
8460;12136
8459;12145
8459;12231
8459;S12-05-1
8459;12240
8459;12237
8459;12104
8459;30750
8458;12233
8458;12240
8458;12331
8458;12330
8458;42490
8458;12104
8457;12231
8457;12240
8457;12237
8457;12108
8457;12110
8457;12104
8457;12121
8457;12109
8456;12132
8456;28870
8456;12139
8456;12227
8456;12237
8456;12104
8456;12136
8455;12240
8455;S12-15-1
8455;12104
8455;12228
8455;12130
8454;S12-05-1
8454;12240
8454;12237
8454;12104
8454;42436-1
8454;12238
8454;12130
8453;42185
8453;42274
8453;12240
8453;12237
8453;12104
8453;12136
8453;12130
8452;12227
8452;12240
8452;42372
8452;12237
8452;12104
8452;12142
8452;42378-2
8451;12240
8451;42372
8451;42490
8451;12237
8451;12104
8451;2633
8451;42349
8451;42378-2
8451;42350
8450;12240
8450;12330
8450;12237
8450;12108
8450;12104
8450;42436-1
8450;12228
8449;S12-05-1
8449;12122
8449;12240
8449;12331
8449;12330
8449;12333
8449;12104
8448;12233
8448;12240
8448;12330
8448;12333
8448;12237
8448;12104
8448;42436-1
8448;2633
8448;42429
8447;12240
8447;12331
8447;12330
8447;12333
8447;12237
8447;12104
8446;42372
8446;12104
8446;12136
8446;42378-2
8445;12233
8445;12122
8445;12240
8445;12237
8445;12104
8445;12121
8445;42270
8444;27026
8444;42342
8444;42342
8444;12240
8444;12333
8444;12237
8444;12104
8444;34430
8444;12121
8443;12145
8443;27220
8443;12240
8443;12108
8443;12104
8443;42436-1
